what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1315489985385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315489986780
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315489989144
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315489991662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490024587
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1315490044933
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1315490049910
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490050972
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490051966
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1315490052232
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1315490052232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490054948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490060507
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315490065152
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315490068709
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1315490073233
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1315490073401
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490113240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490132310
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.extract.method",1315490132324
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490141522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315490147409
